1542808841,5.190
1542812441,5.150
1542816042,4.980
1542819640,4.780
1542823240,5.150
1542826840,4.880
1542830441,5.180
1542834041,5.200
1542837640,4.960
1542841241,5.000
1542844840,4.740
1542848439,4.870
1542852041,5.110
1542855640,5.040
1542859241,5.070
1542862841,5.140
1542866440,4.800
1542870040,4.890
1542873640,4.850
1542877239,4.850
1542880840,4.970
1542884440,4.780
1542888040,4.820
1542891639,5.040
1542895239,4.930
1542898840,4.820
1542902440,4.980
1542906040,4.790
1542909639,4.920
1542913240,4.830
1542916840,4.920
1542920439,4.850
1542924041,5.080
1542927640,4.950
1542931239,5.000
1542934840,4.840
1542938440,5.090
1542942040,4.890
1542945640,4.840
1542949241,5.000
1542952841,5.210
1542956440,5.140
1542960039,4.860
1542963640,4.910
1542967240,5.010
1542970841,5.180
1542974441,5.150
1542978041,5.110
